CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase,CommuteDistance,Age,BikeBuyer
28696,268,AW00028696,S,F,40000,0,0,1,0,2/8/2008,0-1 Miles,45,1
26783,644,AW00026783,M,M,40000,0,0,0,2,7/6/2008,0-1 Miles,35,0
18843,536,AW00018843,M,M,50000,2,0,0,2,5/23/2008,1-2 Miles,79,0
15196,314,AW00015196,S,M,120000,2,2,1,4,7/30/2006,2-5 Miles,49,1
27524,612,AW00027524,S,F,50000,0,0,0,2,6/26/2007,1-2 Miles,40,1
18666,626,AW00018666,S,F,30000,2,0,1,2,12/29/2007,1-2 Miles,57,0
24138,269,AW00024138,M,F,40000,1,1,1,0,4/24/2008,0-1 Miles,40,1
14529,270,AW00014529,S,F,20000,1,0,1,0,10/15/2007,0-1 Miles,53,0
11010,22,AW00011010,S,F,70000,0,0,0,1,7/17/2005,5-10 Miles,51,1
28658,334,AW00028658,S,F,60000,2,2,0,0,11/10/2005,0-1 Miles,46,1
21908,546,AW00021908,M,F,60000,2,0,1,2,2/13/2008,1-2 Miles,81,0
13530,266,AW00013530,M,F,40000,1,0,1,0,3/17/2008,0-1 Miles,71,0
17196,204,AW00017196,S,M,70000,5,1,1,2,10/30/2006,10+ Miles,71,1
23768,267,AW00023768,S,M,10000,0,0,1,2,7/4/2008,1-2 Miles,44,0
22898,316,AW00022898,M,F,60000,1,0,1,1,11/3/2007,2-5 Miles,57,1
29109,360,AW00029109,M,F,50000,0,0,1,2,11/2/2007,5-10 Miles,41,0
25318,175,AW00025318,S,M,20000,0,0,1,2,4/15/2008,1-2 Miles,44,0
22935,14,AW00022935,S,F,60000,1,0,0,1,12/17/2006,0-1 Miles,54,1
20621,14,AW00020621,M,F,120000,0,5,0,4,6/8/2006,10+ Miles,43,1
26479,310,AW00026479,S,F,40000,4,0,0,2,4/9/2008,1-2 Miles,68,0
16421,219,AW00016421,S,F,20000,3,3,1,1,5/2/2008,0-1 Miles,51,0
27223,644,AW00027223,M,M,20000,2,1,1,2,9/27/2007,1-2 Miles,58,0
11095,13,AW00011095,S,M,70000,1,0,1,1,10/2/2005,5-10 Miles,53,1
18938,322,AW00018938,M,M,70000,2,0,1,2,4/20/2008,5-10 Miles,58,0
11297,301,AW00011297,S,M,70000,4,0,1,2,3/29/2006,5-10 Miles,80,1
27455,543,AW00027455,S,F,100000,2,0,0,3,5/31/2007,0-1 Miles,46,1
27905,271,AW00027905,S,M,10000,2,2,0,0,12/20/2007,0-1 Miles,45,0
28830,632,AW00028830,M,M,40000,1,1,1,0,12/17/2005,0-1 Miles,45,1
14953,237,AW00014953,S,F,10000,3,2,1,2,9/13/2007,0-1 Miles,52,0
27588,6,AW00027588,S,F,70000,5,5,1,3,5/26/2008,10+ Miles,46,0
19993,623,AW00019993,M,M,60000,1,0,1,0,10/8/2007,0-1 Miles,45,1
20173,247,AW00020173,M,M,40000,1,1,1,0,12/21/2005,1-2 Miles,39,1
25457,209,AW00025457,S,M,10000,5,3,1,1,6/12/2008,0-1 Miles,49,1
18704,16,AW00018704,M,F,70000,5,5,1,3,9/20/2007,10+ Miles,48,0
28244,374,AW00028244,M,F,160000,1,1,1,3,10/8/2005,0-1 Miles,51,1
14255,614,AW00014255,S,M,110000,2,4,1,3,12/11/2006,5-10 Miles,72,1
17472,302,AW00017472,S,F,60000,3,0,1,2,6/25/2008,10+ Miles,76,0
16610,2,AW00016610,M,F,70000,0,0,0,4,9/13/2007,10+ Miles,41,0
19619,40,AW00019619,M,M,70000,5,4,1,2,9/6/2007,5-10 Miles,52,0
23325,34,AW00023325,M,F,20000,2,1,1,2,1/26/2007,5-10 Miles,64,1
11299,301,AW00011299,M,M,70000,4,0,1,2,3/29/2006,1-2 Miles,79,1
25689,269,AW00025689,S,F,20000,1,0,1,0,1/11/2008,0-1 Miles,53,0
14483,542,AW00014483,M,F,90000,4,3,1,3,11/17/2007,5-10 Miles,55,0
19673,11,AW00019673,M,M,10000,2,1,1,2,2/25/2008,1-2 Miles,70,0
15978,614,AW00015978,M,M,90000,4,3,1,3,5/26/2008,5-10 Miles,54,0
28103,15,AW00028103,S,M,20000,2,1,1,2,6/14/2008,5-10 Miles,66,1
13513,162,AW00013513,M,F,30000,1,0,1,0,7/4/2005,0-1 Miles,74,1
25385,314,AW00025385,M,F,40000,1,1,1,1,10/4/2007,2-5 Miles,45,1
26788,307,AW00026788,S,F,40000,0,0,0,2,8/8/2007,5-10 Miles,37,0
13401,385,AW00013401,S,F,60000,3,1,1,2,8/31/2006,10+ Miles,63,1
17925,3,AW00017925,S,M,20000,0,0,1,0,10/12/2005,0-1 Miles,37,1
28738,257,AW00028738,M,F,20000,0,0,1,2,2/27/2008,1-2 Miles,43,0
16314,269,AW00016314,S,M,30000,4,4,1,3,9/11/2007,0-1 Miles,37,0
14037,299,AW00014037,M,F,60000,0,0,1,2,9/24/2006,5-10 Miles,41,1
19713,634,AW00019713,M,F,100000,0,3,1,1,8/5/2007,1-2 Miles,55,0
27689,31,AW00027689,S,M,70000,0,0,1,1,3/16/2008,5-10 Miles,52,1
11600,218,AW00011600,S,F,30000,0,0,0,1,11/7/2007,2-5 Miles,38,0
24894,18,AW00024894,S,M,70000,0,0,0,3,8/21/2007,10+ Miles,41,0
20377,543,AW00020377,M,M,70000,3,0,1,2,11/28/2007,5-10 Miles,62,1
26961,158,AW00026961,M,F,10000,3,3,1,0,12/26/2007,0-1 Miles,46,1
11369,29,AW00011369,M,F,20000,0,0,0,0,1/6/2008,0-1 Miles,37,0
11558,276,AW00011558,S,M,30000,1,1,0,0,6/2/2008,0-1 Miles,48,0
29330,552,AW00029330,M,F,40000,0,0,1,2,3/12/2008,5-10 Miles,35,0
14497,52,AW00014497,M,F,40000,3,0,0,2,12/3/2007,5-10 Miles,62,1
24704,172,AW00024704,M,M,20000,0,0,1,2,7/31/2008,1-2 Miles,43,0
18831,298,AW00018831,S,M,110000,1,3,1,3,6/28/2008,5-10 Miles,53,1
20314,17,AW00020314,M,M,10000,2,1,0,2,5/25/2008,1-2 Miles,67,0
21799,543,AW00021799,M,M,60000,2,1,1,2,1/31/2008,10+ Miles,64,0
26140,2,AW00026140,S,F,100000,0,0,0,1,9/23/2006,1-2 Miles,48,1
16660,4,AW00016660,S,M,70000,2,0,0,2,8/15/2005,1-2 Miles,59,1
25194,548,AW00025194,S,F,70000,3,0,1,2,1/3/2008,5-10 Miles,61,0
17267,348,AW00017267,M,F,80000,1,0,1,1,5/12/2008,2-5 Miles,57,1
24437,345,AW00024437,S,F,70000,3,0,0,2,8/25/2007,1-2 Miles,62,1
26084,372,AW00026084,M,M,160000,1,2,0,3,5/31/2006,2-5 Miles,53,1
29257,348,AW00029257,S,M,90000,2,1,1,1,4/21/2008,10+ Miles,59,0
17714,187,AW00017714,M,F,20000,1,0,1,0,1/13/2007,0-1 Miles,58,1
16033,248,AW00016033,M,F,10000,0,0,1,0,7/11/2006,0-1 Miles,43,1
26218,231,AW00026218,S,M,20000,0,0,0,2,10/14/2007,0-1 Miles,43,0
21305,65,AW00021305,M,M,60000,2,0,0,2,2/16/2007,1-2 Miles,60,1
25439,307,AW00025439,M,F,50000,3,3,1,3,8/5/2007,10+ Miles,50,0
24157,226,AW00024157,M,F,10000,3,0,0,1,11/25/2007,0-1 Miles,71,1
28224,345,AW00028224,S,M,90000,2,0,0,1,10/16/2005,2-5 Miles,58,1
21369,359,AW00021369,M,F,70000,0,0,1,2,4/1/2008,5-10 Miles,38,1
14380,543,AW00014380,M,F,70000,5,0,1,2,3/22/2007,1-2 Miles,71,1
15449,277,AW00015449,M,M,30000,1,0,1,0,12/6/2007,0-1 Miles,80,0
29462,26,AW00029462,S,M,20000,0,0,1,0,4/2/2008,0-1 Miles,36,1
13238,374,AW00013238,M,M,70000,4,1,1,2,8/9/2006,10+ Miles,66,1
18514,298,AW00018514,S,F,70000,3,0,1,2,6/9/2008,5-10 Miles,58,1
17675,609,AW00017675,M,F,30000,2,0,0,2,4/29/2008,0-1 Miles,58,0
12804,190,AW00012804,S,F,30000,1,1,0,0,4/5/2006,1-2 Miles,47,1
26246,302,AW00026246,S,F,80000,0,0,0,0,4/6/2008,0-1 Miles,48,0
19302,232,AW00019302,S,M,10000,3,0,1,2,10/19/2006,0-1 Miles,64,1
28702,129,AW00028702,S,M,60000,0,0,0,0,5/21/2008,0-1 Miles,46,1
18779,347,AW00018779,M,M,30000,0,0,1,1,5/6/2008,5-10 Miles,41,0
18187,274,AW00018187,S,M,150000,5,5,0,4,12/5/2007,0-1 Miles,68,0
27884,147,AW00027884,M,F,30000,4,0,1,0,10/17/2007,0-1 Miles,54,1
11611,183,AW00011611,M,M,20000,0,0,0,1,7/26/2005,2-5 Miles,41,1
15211,28,AW00015211,S,M,60000,1,0,0,1,4/8/2007,0-1 Miles,54,1
14119,52,AW00014119,S,F,110000,0,1,1,1,10/26/2007,10+ Miles,48,0
24815,307,AW00024815,S,F,70000,4,0,1,0,10/11/2007,2-5 Miles,49,1
17133,627,AW00017133,S,M,70000,5,0,1,3,5/5/2008,10+ Miles,68,1
21366,36,AW00021366,M,M,10000,2,1,1,2,8/5/2007,5-10 Miles,66,0
13258,133,AW00013258,M,F,130000,2,4,1,2,7/8/2005,5-10 Miles,58,1
28852,542,AW00028852,M,F,60000,2,0,1,0,12/9/2005,2-5 Miles,45,1
19854,347,AW00019854,S,F,70000,5,0,1,3,4/3/2008,10+ Miles,68,1
27041,623,AW00027041,S,M,20000,2,1,0,2,4/26/2008,0-1 Miles,57,0
24914,37,AW00024914,M,F,90000,0,0,0,4,12/27/2006,10+ Miles,43,1
22502,236,AW00022502,S,F,40000,0,0,1,0,3/1/2008,0-1 Miles,48,1
16669,623,AW00016669,S,M,60000,0,0,1,2,5/5/2008,5-10 Miles,41,0
13906,631,AW00013906,S,F,40000,0,0,0,1,4/9/2007,0-1 Miles,50,1
14748,329,AW00014748,M,M,40000,1,0,1,1,2/1/2008,1-2 Miles,59,0
21211,4,AW00021211,S,M,70000,0,0,1,1,7/17/2006,5-10 Miles,51,1
25880,355,AW00025880,M,M,60000,2,1,1,0,3/26/2008,10+ Miles,67,0
25163,334,AW00025163,M,F,70000,3,2,1,0,11/18/2007,5-10 Miles,59,1
16192,230,AW00016192,S,F,30000,0,0,0,1,8/1/2007,2-5 Miles,37,0
12736,118,AW00012736,S,F,20000,0,0,1,2,4/11/2007,1-2 Miles,43,1
23939,180,AW00023939,M,F,40000,1,0,1,1,10/8/2007,0-1 Miles,53,1
19311,153,AW00019311,M,F,40000,0,0,1,0,5/3/2007,0-1 Miles,47,1
26327,315,AW00026327,M,M,70000,4,0,1,0,9/21/2006,2-5 Miles,45,1
13772,265,AW00013772,M,F,40000,0,0,1,0,9/6/2005,0-1 Miles,46,1
26636,539,AW00026636,M,M,60000,5,4,1,0,1/27/2008,2-5 Miles,56,0
16759,360,AW00016759,M,F,110000,0,1,0,1,4/25/2008,2-5 Miles,48,0
23022,62,AW00023022,S,F,80000,5,4,1,2,11/25/2007,5-10 Miles,53,0
20187,372,AW00020187,M,M,60000,1,0,1,1,12/18/2007,2-5 Miles,54,1
27125,233,AW00027125,M,M,30000,0,0,1,0,2/18/2008,1-2 Miles,46,1
16740,36,AW00016740,M,M,40000,2,0,0,2,8/3/2005,0-1 Miles,74,1
18730,7,AW00018730,M,M,90000,1,0,1,1,4/5/2008,5-10 Miles,56,0
13480,299,AW00013480,S,F,70000,3,0,1,2,11/21/2007,1-2 Miles,62,0
16488,31,AW00016488,M,M,30000,3,0,1,2,9/20/2007,5-10 Miles,64,0
21933,358,AW00021933,M,F,60000,4,3,1,0,5/26/2008,2-5 Miles,55,0
14475,637,AW00014475,M,F,60000,2,0,0,2,10/19/2007,5-10 Miles,60,0
18084,634,AW00018084,S,F,60000,2,1,0,1,3/22/2008,2-5 Miles,67,1
23738,383,AW00023738,S,M,70000,2,1,1,2,4/18/2008,10+ Miles,62,0
26206,257,AW00026206,M,M,130000,2,4,1,2,6/25/2008,0-1 Miles,57,1
26468,345,AW00026468,M,F,50000,3,0,1,2,8/12/2007,10+ Miles,74,0
25145,171,AW00025145,S,M,30000,0,0,1,1,12/23/2007,2-5 Miles,41,0
23665,10,AW00023665,S,F,120000,0,5,0,4,3/10/2007,10+ Miles,44,1
28251,300,AW00028251,M,M,100000,0,2,1,2,12/16/2007,2-5 Miles,52,0
26210,229,AW00026210,S,M,20000,0,0,0,2,10/4/2007,0-1 Miles,35,1
11059,27,AW00011059,S,F,80000,2,0,1,2,8/22/2007,5-10 Miles,61,0
24766,642,AW00024766,M,M,40000,1,0,1,0,1/26/2008,1-2 Miles,42,0
27463,307,AW00027463,S,F,40000,0,0,0,1,9/12/2007,1-2 Miles,35,0
22491,171,AW00022491,S,M,20000,2,2,1,2,8/12/2007,0-1 Miles,50,0
18398,310,AW00018398,S,M,110000,1,3,1,3,6/12/2008,5-10 Miles,53,1
11550,263,AW00011550,S,F,40000,0,0,1,0,7/23/2006,0-1 Miles,47,1
27430,611,AW00027430,M,F,60000,2,1,1,2,1/25/2008,10+ Miles,65,0
23625,251,AW00023625,M,M,130000,4,5,0,3,4/19/2008,10+ Miles,63,0
12589,35,AW00012589,M,M,20000,0,0,1,0,8/22/2006,0-1 Miles,38,1
23138,300,AW00023138,S,F,90000,2,0,0,1,3/25/2008,2-5 Miles,58,1
14362,536,AW00014362,S,M,40000,4,4,1,2,2/13/2007,1-2 Miles,43,1
26711,301,AW00026711,S,F,60000,2,0,0,2,1/12/2007,1-2 Miles,60,1
14621,545,AW00014621,S,F,70000,1,0,1,1,6/22/2008,2-5 Miles,53,0
12238,172,AW00012238,M,F,30000,1,0,1,0,1/10/2008,0-1 Miles,74,0
16485,301,AW00016485,S,M,40000,0,0,1,2,4/14/2008,5-10 Miles,35,0
15379,359,AW00015379,M,F,130000,3,2,1,4,11/15/2006,1-2 Miles,51,1
28021,60,AW00028021,S,F,40000,5,0,0,3,1/10/2008,2-5 Miles,68,0
11331,63,AW00011331,M,F,90000,4,4,1,2,8/11/2007,1-2 Miles,47,0
25492,162,AW00025492,M,F,40000,1,0,0,0,1/24/2008,0-1 Miles,51,1
26384,195,AW00026384,M,M,110000,2,4,1,4,3/18/2008,5-10 Miles,59,0
21381,15,AW00021381,M,M,30000,3,0,0,2,5/16/2008,5-10 Miles,65,0
19799,385,AW00019799,S,M,80000,0,0,1,1,4/8/2008,2-5 Miles,42,0
12561,220,AW00012561,S,F,10000,2,0,1,1,3/28/2006,0-1 Miles,74,1
18237,49,AW00018237,M,F,80000,5,0,1,0,4/2/2008,0-1 Miles,57,1
26661,14,AW00026661,S,F,60000,2,2,0,1,1/25/2007,0-1 Miles,47,1
29085,28,AW00029085,M,M,20000,2,1,1,2,1/18/2008,5-10 Miles,64,1
19624,14,AW00019624,M,M,70000,1,0,1,1,2/27/2008,5-10 Miles,58,0
20689,633,AW00020689,M,M,50000,3,3,1,2,12/3/2007,2-5 Miles,50,0
22355,311,AW00022355,M,M,30000,2,0,0,2,12/6/2007,0-1 Miles,58,0
24596,19,AW00024596,M,F,80000,0,0,1,3,6/8/2007,10+ Miles,41,1
17070,18,AW00017070,M,F,80000,5,5,1,4,8/16/2007,0-1 Miles,46,0
27190,301,AW00027190,M,F,40000,3,3,1,1,7/7/2008,1-2 Miles,41,0
23826,337,AW00023826,S,M,40000,1,0,1,0,10/13/2007,1-2 Miles,41,0
24977,69,AW00024977,M,F,60000,2,1,1,2,7/14/2006,2-5 Miles,66,1
22729,326,AW00022729,M,M,70000,5,0,1,2,10/8/2007,10+ Miles,72,0
22585,144,AW00022585,S,M,30000,4,0,0,0,11/29/2007,0-1 Miles,54,1
25625,147,AW00025625,M,F,10000,3,2,1,1,7/4/2007,0-1 Miles,51,1
28161,57,AW00028161,S,F,60000,1,0,0,1,2/11/2006,0-1 Miles,53,1
11928,316,AW00011928,M,F,60000,0,0,1,2,12/2/2007,5-10 Miles,37,0
13967,40,AW00013967,S,M,60000,3,3,1,1,1/8/2007,5-10 Miles,50,1
16044,124,AW00016044,M,F,10000,1,0,1,0,9/18/2007,0-1 Miles,57,0
17568,359,AW00017568,M,M,50000,1,1,1,1,2/8/2008,2-5 Miles,45,1
25182,548,AW00025182,M,F,90000,4,3,1,2,12/22/2007,1-2 Miles,54,0
12086,62,AW00012086,S,F,60000,2,1,1,0,11/15/2007,10+ Miles,68,1
26658,32,AW00026658,M,M,100000,1,0,1,0,1/15/2007,1-2 Miles,46,1
27122,216,AW00027122,S,M,20000,0,0,0,1,2/13/2008,2-5 Miles,46,1
24509,641,AW00024509,S,F,40000,0,0,1,2,5/10/2008,5-10 Miles,38,0
14120,299,AW00014120,M,F,120000,0,1,1,2,11/23/2006,1-2 Miles,48,1
18620,266,AW00018620,S,M,40000,0,0,0,0,5/30/2007,1-2 Miles,42,1
16413,155,AW00016413,M,F,10000,4,0,0,2,9/6/2007,0-1 Miles,84,0
13931,634,AW00013931,M,M,70000,1,0,1,1,1/30/2008,2-5 Miles,53,0
18965,315,AW00018965,M,M,40000,4,3,1,3,7/22/2008,10+ Miles,53,0
11246,147,AW00011246,M,F,120000,3,4,0,4,4/5/2006,5-10 Miles,58,1
21810,372,AW00021810,M,M,70000,4,2,1,2,9/2/2007,10+ Miles,63,1
14777,267,AW00014777,M,F,40000,0,0,1,0,12/3/2005,0-1 Miles,47,1
13234,633,AW00013234,S,M,60000,2,1,1,1,8/4/2007,10+ Miles,67,0
18835,316,AW00018835,S,F,60000,2,0,1,2,8/2/2007,5-10 Miles,60,0
19377,121,AW00019377,S,M,30000,0,0,0,1,7/23/2008,2-5 Miles,39,0
14969,128,AW00014969,S,M,30000,3,3,1,0,6/12/2006,0-1 Miles,52,1
11531,300,AW00011531,M,F,40000,1,0,1,1,3/2/2006,0-1 Miles,58,1
20008,343,AW00020008,M,M,60000,0,0,1,0,4/19/2008,2-5 Miles,49,0
14595,325,AW00014595,M,F,60000,0,0,1,0,5/2/2008,0-1 Miles,49,0
15538,326,AW00015538,S,M,60000,3,2,0,0,2/26/2007,0-1 Miles,52,1
18687,302,AW00018687,M,F,60000,1,0,1,0,8/13/2007,1-2 Miles,44,0
20094,300,AW00020094,M,F,30000,1,0,0,2,2/8/2008,0-1 Miles,59,0
20787,611,AW00020787,M,F,40000,0,0,1,0,3/21/2008,1-2 Miles,42,1
25289,546,AW00025289,S,F,80000,0,0,0,1,12/26/2007,0-1 Miles,47,1
13013,26,AW00013013,M,M,60000,4,4,0,1,3/30/2008,0-1 Miles,50,0
21304,618,AW00021304,M,F,60000,2,0,0,2,11/23/2007,5-10 Miles,60,0
23545,18,AW00023545,S,F,70000,1,0,0,1,2/2/2007,0-1 Miles,57,1
14453,611,AW00014453,S,M,90000,2,1,1,0,5/8/2007,5-10 Miles,59,1
23305,25,AW00023305,M,F,10000,5,0,1,2,11/5/2007,5-10 Miles,71,0
12409,368,AW00012409,S,F,40000,3,3,1,0,11/21/2007,1-2 Miles,40,0
19243,358,AW00019243,M,M,40000,1,0,1,0,12/6/2007,1-2 Miles,42,0
14889,302,AW00014889,M,M,30000,1,0,1,1,4/9/2008,5-10 Miles,60,0
27893,190,AW00027893,S,M,10000,1,1,0,1,4/2/2008,2-5 Miles,55,0
17830,186,AW00017830,M,M,30000,1,0,1,1,5/5/2007,0-1 Miles,52,1
21816,175,AW00021816,S,M,130000,2,3,0,4,1/2/2008,0-1 Miles,57,0
11556,271,AW00011556,M,M,20000,1,1,1,1,6/23/2008,2-5 Miles,48,0
23301,301,AW00023301,M,M,120000,2,1,1,4,6/18/2008,2-5 Miles,47,0
24756,329,AW00024756,M,M,40000,1,0,1,1,2/20/2008,1-2 Miles,57,1
28516,251,AW00028516,S,M,30000,0,0,0,0,6/3/2008,0-1 Miles,45,1
26155,5,AW00026155,M,M,70000,5,4,1,2,3/28/2008,5-10 Miles,52,0
29307,22,AW00029307,S,M,70000,0,0,0,1,8/2/2007,5-10 Miles,52,0
26453,546,AW00026453,S,M,50000,3,0,1,2,4/10/2008,10+ Miles,78,0
22814,219,AW00022814,M,M,100000,2,3,1,4,9/25/2007,10+ Miles,69,0
15884,314,AW00015884,M,M,60000,4,0,0,2,11/8/2007,2-5 Miles,70,0
22852,33,AW00022852,M,M,80000,0,0,1,3,5/23/2008,10+ Miles,43,0
13705,547,AW00013705,S,M,30000,0,0,1,0,11/16/2006,1-2 Miles,41,1
23482,314,AW00023482,M,F,110000,5,3,1,0,5/29/2008,5-10 Miles,52,0
17700,258,AW00017700,S,M,10000,0,0,1,0,1/3/2007,0-1 Miles,42,1
24724,201,AW00024724,M,M,40000,2,2,1,2,4/1/2008,1-2 Miles,44,0
25024,307,AW00025024,S,M,40000,0,0,0,2,2/12/2008,5-10 Miles,35,0
27583,28,AW00027583,M,M,90000,2,0,1,0,2/9/2008,2-5 Miles,45,1
19989,68,AW00019989,M,M,60000,1,0,1,0,2/22/2006,2-5 Miles,44,1
29322,545,AW00029322,S,M,30000,0,0,1,2,6/21/2008,5-10 Miles,39,0
27554,331,AW00027554,M,F,60000,1,0,1,1,6/19/2007,2-5 Miles,55,1
23955,190,AW00023955,S,M,20000,0,0,0,1,6/20/2008,5-10 Miles,40,0
11650,325,AW00011650,M,M,60000,1,0,1,0,8/19/2007,0-1 Miles,46,0
12767,648,AW00012767,M,M,30000,1,0,1,1,2/24/2008,5-10 Miles,60,0
19656,326,AW00019656,M,F,30000,0,0,1,1,3/1/2008,5-10 Miles,41,0
27270,55,AW00027270,M,M,60000,1,0,1,0,3/24/2007,2-5 Miles,44,1
16565,127,AW00016565,M,M,40000,0,0,1,0,1/24/2007,0-1 Miles,46,1
26407,234,AW00026407,S,F,120000,4,5,1,3,9/3/2007,10+ Miles,63,0
22599,244,AW00022599,M,M,40000,3,0,0,0,5/14/2008,0-1 Miles,55,1
28202,32,AW00028202,S,F,80000,4,4,1,0,7/3/2007,0-1 Miles,46,1
24018,147,AW00024018,S,F,20000,2,0,1,1,3/16/2008,1-2 Miles,56,1
18692,6,AW00018692,M,M,90000,1,0,1,0,12/24/2005,0-1 Miles,46,1
17629,150,AW00017629,S,F,20000,0,0,1,2,3/30/2007,1-2 Miles,43,1
26442,8,AW00026442,S,F,120000,0,5,0,4,11/5/2006,10+ Miles,43,1
15260,307,AW00015260,S,F,30000,0,0,1,2,10/6/2007,5-10 Miles,38,0
25630,224,AW00025630,M,F,10000,3,2,1,2,10/4/2007,0-1 Miles,51,0
20637,314,AW00020637,M,M,70000,3,2,1,1,11/13/2007,5-10 Miles,59,0
11114,14,AW00011114,S,F,70000,5,4,1,2,9/19/2007,5-10 Miles,53,0
21422,348,AW00021422,M,F,80000,2,1,1,0,5/5/2008,2-5 Miles,58,1
16106,62,AW00016106,M,M,60000,0,0,1,1,12/6/2007,2-5 Miles,50,0
18380,545,AW00018380,M,F,80000,2,1,1,1,1/6/2008,0-1 Miles,59,0
23949,216,AW00023949,S,M,20000,0,0,0,1,10/25/2007,2-5 Miles,39,0
16053,267,AW00016053,M,M,20000,1,0,1,0,7/29/2006,0-1 Miles,59,1
20720,147,AW00020720,S,F,30000,0,0,0,1,11/10/2006,2-5 Miles,43,1
24220,60,AW00024220,M,M,90000,4,4,1,2,3/26/2008,0-1 Miles,46,0
14996,138,AW00014996,S,M,30000,0,0,0,1,1/1/2008,0-1 Miles,39,0
22932,8,AW00022932,S,M,70000,1,0,0,1,12/2/2006,0-1 Miles,53,1
23799,298,AW00023799,M,F,20000,2,1,0,2,6/14/2008,0-1 Miles,58,1
21733,627,AW00021733,S,M,60000,1,0,1,0,6/17/2008,1-2 Miles,43,0
22773,609,AW00022773,M,F,60000,2,1,1,2,5/1/2008,10+ Miles,65,0
12630,238,AW00012630,M,M,80000,4,2,1,1,2/10/2007,10+ Miles,60,1
25996,383,AW00025996,M,F,60000,1,0,1,1,2/28/2006,0-1 Miles,54,1
22414,132,AW00022414,S,M,20000,2,0,0,1,7/12/2007,1-2 Miles,72,1
26726,614,AW00026726,S,F,60000,2,0,0,2,1/21/2007,1-2 Miles,61,1
23498,59,AW00023498,M,M,70000,2,0,1,2,10/6/2007,5-10 Miles,60,0
22723,383,AW00022723,M,M,60000,3,0,1,2,4/1/2008,1-2 Miles,72,0
27990,347,AW00027990,S,F,30000,4,0,1,2,2/15/2008,5-10 Miles,66,0
23173,627,AW00023173,S,M,60000,2,0,0,0,12/3/2007,0-1 Miles,45,1
28272,66,AW00028272,M,M,70000,4,3,1,1,5/15/2008,5-10 Miles,59,0
25459,134,AW00025459,M,M,20000,1,1,1,1,5/20/2008,2-5 Miles,48,1
17603,536,AW00017603,M,F,70000,5,0,1,0,3/25/2008,2-5 Miles,46,0
12031,49,AW00012031,S,M,30000,0,0,0,2,5/9/2008,5-10 Miles,35,1
14677,13,AW00014677,S,M,80000,5,5,1,3,11/12/2007,0-1 Miles,48,0
28729,250,AW00028729,S,F,20000,0,0,1,2,10/9/2007,1-2 Miles,35,1
12781,52,AW00012781,M,F,40000,1,0,1,1,12/20/2007,0-1 Miles,59,1
20077,312,AW00020077,M,M,10000,2,1,1,2,5/4/2008,1-2 Miles,61,1
27385,301,AW00027385,M,M,60000,3,0,0,2,3/19/2008,1-2 Miles,75,0
22526,263,AW00022526,S,M,30000,4,4,1,3,5/22/2008,0-1 Miles,36,1
15846,53,AW00015846,S,M,80000,0,0,1,1,1/12/2008,1-2 Miles,47,1
27548,607,AW00027548,M,M,60000,1,0,1,1,6/25/2008,2-5 Miles,54,0
22049,299,AW00022049,S,M,130000,0,0,0,1,11/6/2007,10+ Miles,48,0
28235,312,AW00028235,S,M,120000,2,2,0,4,9/17/2007,1-2 Miles,50,0
18127,254,AW00018127,M,M,130000,2,4,1,2,5/7/2007,5-10 Miles,56,1
21532,175,AW00021532,M,F,120000,2,5,0,2,6/25/2008,10+ Miles,62,1
12553,219,AW00012553,M,F,20000,1,0,1,0,11/12/2007,0-1 Miles,76,0
22875,325,AW00022875,S,M,40000,4,2,1,2,10/15/2007,2-5 Miles,54,1
27856,267,AW00027856,M,F,30000,1,0,1,0,3/29/2008,0-1 Miles,74,1
22042,300,AW00022042,M,F,70000,0,0,1,2,9/19/2007,5-10 Miles,43,1
22133,631,AW00022133,M,M,80000,4,0,1,2,11/20/2007,1-2 Miles,76,1
16559,226,AW00016559,S,F,10000,2,2,1,0,6/27/2007,0-1 Miles,45,1
24847,241,AW00024847,M,F,130000,3,4,1,3,12/19/2007,0-1 Miles,71,1
24128,161,AW00024128,S,F,30000,0,0,0,1,1/25/2008,2-5 Miles,39,0
23669,348,AW00023669,S,M,50000,3,0,1,2,6/21/2008,10+ Miles,78,0
27611,316,AW00027611,M,M,60000,2,0,1,2,7/29/2005,5-10 Miles,58,1
25361,60,AW00025361,S,F,30000,2,0,0,2,8/5/2006,0-1 Miles,57,1
24013,194,AW00024013,M,M,10000,1,1,1,1,11/14/2007,2-5 Miles,54,0
14541,171,AW00014541,S,M,20000,1,0,1,0,3/11/2006,0-1 Miles,57,1
23052,343,AW00023052,M,M,130000,2,3,1,3,2/5/2008,0-1 Miles,79,0
12802,176,AW00012802,S,M,30000,1,0,1,0,7/15/2008,1-2 Miles,47,0
28543,159,AW00028543,S,M,30000,0,0,0,1,10/1/2007,1-2 Miles,41,0
28318,25,AW00028318,M,F,60000,1,0,0,1,12/28/2007,0-1 Miles,54,1
24892,20,AW00024892,S,M,70000,0,0,0,3,6/21/2008,10+ Miles,40,0
22856,21,AW00022856,M,M,80000,0,0,0,4,1/26/2008,10+ Miles,43,0
17046,10,AW00017046,M,M,90000,1,0,1,0,8/24/2005,0-1 Miles,46,1
